schlcode,cohsize,classize,tipuach,grade,coh_id,num_classrooms,avgscore
61359,133,34,3,4,2014,4,73.25
61359,133,32,3,4,2014,4,73.824997
61363,29,21,22,4,2015,2,67.5
61364,66,33,0,4,2017,2,73.080002
61364,66,33,0,4,2017,2,76.514999
61365,20,20,60,4,2019,1,51
11005,54,28,24,5,2,2,72.339996
11005,54,26,24,5,2,2,73.055
11006,37,22,38,5,4,2,69.735001
11006,37,15,38,5,4,2,55.32375
11009,32,32,6,5,6,1,71.175003
11010,68,34,3,5,8,2,64.705002
11010,68,34,3,5,8,2,65.014999
11013,86,30,8,5,10,3,63.334999
11013,86,26,8,5,10,3,64.669998
11013,86,31,8,5,10,3,69.755005
11015,95,32,6,5,12,3,78.115005
11015,95,32,6,5,12,3,73.615005
11015,95,31,6,5,12,3,82.964996
11017,77,39,9,5,14,2,68.074997
11017,77,38,9,5,14,2,70.107979
11020,97,31,5,5,16,3,74.805
11020,97,33,5,5,16,3,77.68
11020,97,33,5,5,16,3,75.255005
11021,58,30,11,5,18,2,65.25
11021,58,28,11,5,18,2,62.125
11027,97,34,5,5,20,3,76.059998
11027,97,29,5,5,20,3,69.294998
11027,97,34,5,5,20,3,68.870872
11029,70,34,11,5,22,2,60.709999
11029,70,36,11,5,22,2,66.043823
11031,42,23,12,5,24,2,70.830002
11031,42,19,12,5,24,2,66.735001
11032,95,32,13,5,26,3,55.294998
11032,95,31,13,5,26,3,64.235001
11032,95,29,13,5,26,3,61.455002
11034,56,28,11,5,28,2,67.669998
11034,56,28,11,5,28,2,69.353149
11044,11,17,50,5,30,1,62.415001
11045,76,38,9,5,32,2,71.714996
11045,76,38,9,5,32,2,71.305
11048,74,38,11,5,34,2,74.895004
11048,74,36,11,5,34,2,75.5
11054,35,35,17,5,36,1,65.5
11058,82,25,13,5,38,3,67.619995
11058,82,29,13,5,38,3,67.449997
11058,82,26,13,5,38,3,65.050003
11061,46,16,15,5,40,2,52.955002
11061,46,30,15,5,40,2,65.415001
11064,40,40,25,5,42,1,50.75
11065,20,20,42,5,44,1,70.584999
11067,62,22,31,5,46,3,54.355
11067,62,29,31,5,46,3,58.98
11072,41,21,25,5,48,2,70.364998
11072,41,20,25,5,48,2,66.728249
11073,60,30,7,5,50,2,78.645004
11073,60,30,7,5,50,2,69.139999
11106,58,29,3,5,52,2,78.849998
11106,58,29,3,5,52,2,82.441177
11108,12,12,54,5,54,1,52.919998
11109,119,24,5,5,56,5,68.110001
11109,119,26,5,5,56,5,76.519997
11109,119,32,5,5,56,5,74.169998
11109,119,26,5,5,56,5,67.114998
11111,106,33,5,5,58,4,69.324997
11111,106,30,5,5,58,4,64.475006
11111,106,31,5,5,58,4,69.615005
11115,57,30,11,5,60,2,67.485001
11115,57,27,11,5,60,2,67.542152
11117,66,28,31,5,62,3,65.025002
11117,66,27,31,5,62,3,60.145
11119,83,29,21,5,64,3,61.875
11119,83,24,21,5,64,3,62.620003
11119,83,30,21,5,64,3,72.375
11120,106,35,2,5,66,3,63.075001
11120,106,35,2,5,66,3,62.305
11120,106,36,2,5,66,3,66.808296
11126,47,22,16,5,68,2,60.195
11126,47,25,16,5,68,2,60.695
11127,29,29,6,5,70,1,70.404999
11128,79,22,12,5,72,3,80.259995
11128,79,31,12,5,72,3,76.25
11128,79,26,12,5,72,3,77.770004
11132,106,35,9,5,74,4,68.470001
11132,106,32,9,5,74,4,71.324997
11132,106,31,9,5,74,4,65.330002
11133,29,29,7,5,76,1,76
11134,60,28,2,5,78,2,77.195
11134,60,32,2,5,78,2,76.365005
11135,65,33,4,5,80,2,80.18
11135,65,32,4,5,80,2,75.811378
11144,80,27,10,5,82,3,61.099998
11144,80,26,10,5,82,3,65.160004
11144,80,27,10,5,82,3,62.110001
11150,101,34,2,5,85,3,73.290001
11150,101,33,2,5,85,3,68.404999
11150,101,34,2,5,85,3,69.919998
11151,42,22,42,5,87,2,59.114998
11151,42,20,42,5,87,2,50.886391
11152,68,34,5,5,89,2,73.580002
11152,68,34,5,5,89,2,77.514999
11159,50,26,17,5,91,2,77.669998
11159,50,24,17,5,91,2,64.520004
11161,40,18,19,5,93,2,69.559998
11161,40,22,19,5,93,2,67.64595
11165,21,21,1,5,95,1,77.919998
11168,24,24,5,5,97,1,65.870003
11170,67,43,2,5,100,2,79.720001
11170,67,24,2,5,100,2,81.804993
11171,74,33,8,5,102,2,74.070007
11171,74,41,8,5,102,2,66.669998
11172,13,13,7,5,104,1,83.634995
11181,64,32,8,5,106,2,70.139999
11181,64,32,8,5,106,2,66.214996
11182,46,23,9,5,108,2,74.369995
11182,46,23,9,5,108,2,78.832855
11183,79,39,1,5,110,2,71.154999
11183,79,40,1,5,110,2,72.290001
11184,81,41,5,5,112,2,76.800003
11184,81,40,5,5,112,2,80.389999
11187,115,37,4,5,114,3,71.360001
11187,115,39,4,5,114,3,76.445
11187,115,40,4,5,114,3,82.675003
11188,60,25,12,5,116,2,59
11188,60,30,12,5,116,2,48.034485
11189,32,32,11,5,118,1,79.160004
11190,81,27,5,5,120,3,66.555
11190,81,27,5,5,120,3,72.504997
11190,81,27,5,5,120,3,72.491364
11196,28,28,0,5,122,1,77.240005
11201,99,35,3,5,124,3,72.809998
11201,99,30,3,5,124,3,76.625
11201,99,34,3,5,124,3,74.345001
11203,23,23,0,5,126,1,74.5
11205,20,20,3,5,128,1,74
11207,75,25,10,5,130,3,63.045002
11207,75,27,10,5,130,3,67.574997
11207,75,23,10,5,130,3,72.559998
11209,33,33,0,5,132,1,67.785004
11212,32,32,2,5,134,1,80.309998
11213,101,36,7,5,136,3,75.985001
11213,101,32,7,5,136,3,72.354996
11213,101,33,7,5,136,3,76.410156
11217,102,31,5,5,139,3,61.324997
11217,102,35,5,5,139,3,68.270004
11217,102,36,5,5,139,3,67.489998
11218,107,32,6,5,141,4,75.729996
11218,107,31,6,5,141,4,67.169998
11218,107,32,6,5,141,4,68.715622
11219,22,22,3,5,142,1,79.625
11220,138,36,4,5,144,4,70.529999
11220,138,34,4,5,144,4,77.550003
11220,138,34,4,5,144,4,78.625
11220,138,34,4,5,144,4,81.485001
11221,94,38,11,5,146,2,75.514999
11222,75,26,3,5,148,3,73.565002
11222,75,25,3,5,148,3,71.654999
11222,75,24,3,5,148,3,67.900002
11225,70,25,2,5,150,2,75.75
11227,114,33,0,5,152,4,74.050003
11227,114,34,0,5,152,4,73.604996
11227,114,35,0,5,152,4,71.499573
11228,39,39,19,5,154,1,70.57
11233,53,28,11,5,156,2,70.240005
11233,53,25,11,5,156,2,67
11234,214,34,10,5,158,7,69.824997
11234,214,34,10,5,158,7,73.895004
11234,214,34,10,5,158,7,71.764999
11234,214,34,10,5,158,7,74.964996
11234,214,34,10,5,158,7,
11235,39,40,8,5,160,1,71.260002
11238,32,32,1,5,163,1,71.894997
11239,71,36,3,5,165,2,67.120003
11239,71,35,3,5,165,2,74.18
11247,64,29,5,5,167,2,59.514999
11247,64,35,5,5,167,2,62.77
11248,154,38,5,5,169,4,71.705002
11248,154,39,5,5,169,4,71.714996
11248,154,38,5,5,169,4,65.684998
11248,154,39,5,5,169,4,72.847649
11249,20,20,15,5,171,1,75.025002
11250,125,38,8,5,173,4,71.645004
11250,125,36,8,5,173,4,70.774994
11250,125,36,8,5,173,4,69.07
11251,10,10,8,5,175,1,79.830002
11256,30,30,3,5,177,1,74.724998
11257,21,21,5,5,179,1,64.860001
11258,59,23,3,5,181,3,74.824997
11258,59,25,3,5,181,3,72.175003
11259,58,19,0,5,183,3,72.684998
11259,58,21,0,5,183,3,72.165001
11281,29,29,3,5,186,1,80.919998
11295,22,15,5,5,187,1,64.309998
11307,30,30,5,5,191,1,74.929993
11317,28,28,0,5,193,1,70.095001
21005,22,22,0,5,195,1,75.195
21006,63,31,2,5,197,2,73.360001
21006,63,32,2,5,197,2,70.544998
21010,18,18,43,5,199,1,66.895004
21012,33,33,1,5,201,1,75.5
21013,24,24,0,5,203,1,87.699997
21021,21,21,0,5,205,1,71.315002
21026,95,26,27,5,207,5,74.770004
21026,95,25,27,5,207,5,70.684998
21026,95,26,27,5,207,5,62.924995
21026,95,9,27,5,207,5,70.584999
21028,42,27,40,5,209,2,64.004997
21029,42,22,44,5,211,2,63.389999
21029,42,20,44,5,211,2,65.154999
21030,42,33,65,5,213,2,61.205002
21031,52,26,36,5,215,2,68.845001
21031,52,26,36,5,215,2,74.13269
21032,51,24,13,5,217,2,62.864998
21032,51,27,13,5,217,2,63.799999
21041,23,23,3,5,219,1,77
21042,37,26,0,5,221,2,64.739998
21043,45,23,1,5,223,2,69.885002
21043,45,22,1,5,223,2,70.464996
21048,81,27,13,5,225,3,71.089996
21048,81,26,13,5,225,3,66.620003
21048,81,28,13,5,225,3,72.779999
21050,54,26,3,5,227,2,72.494995
21050,54,28,3,5,227,2,78.699997
21052,24,24,0,5,229,1,75
21057,51,25,2,5,231,2,80.410004
21057,51,26,2,5,231,2,74.881798
21064,52,25,1,5,233,2,63.25
21064,52,27,1,5,233,2,61.910004
21065,14,14,0,5,235,1,78.5
21067,45,21,38,5,237,2,63.34
21067,45,24,38,5,237,2,60.279999
21068,59,30,33,5,239,2,64.764999
21068,59,29,33,5,239,2,66.979485
21069,114,34,16,5,241,4,63
21069,114,36,16,5,241,4,70.485001
21069,114,33,16,5,241,4,68.160156
21070,120,36,14,5,243,4,56.455002
21070,120,35,14,5,243,4,70.899994
21070,120,35,14,5,243,4,61.065708
21073,95,31,16,5,245,3,76.565002
21073,95,30,16,5,245,3,64.809998
21073,95,34,16,5,245,3,70.106201
21074,42,21,52,5,247,2,41.125
21074,42,21,52,5,247,2,43.980003
21077,25,25,48,5,249,1,51.93
21078,85,29,36,5,251,3,59.955002
21078,85,29,36,5,251,3,63.055
21078,85,27,36,5,251,3,66.010002
21079,31,31,60,5,253,1,52.5
21080,24,24,14,5,255,1,64.459999
21081,24,24,49,5,257,1,58.165001
21088,35,35,7,5,259,1,74.520004
21089,65,33,14,5,261,2,69.885002
21089,65,32,14,5,261,2,78
21090,29,21,42,5,263,2,73.5
21091,22,22,0,5,265,1,70.139999
21093,41,20,0,5,267,2,76.044998
21093,41,21,0,5,267,2,76.084999
21094,80,41,3,5,269,2,66.715004
21094,80,39,3,5,269,2,69.040001
21095,22,22,2,5,271,1,73.565002
21096,60,23,3,5,273,3,75.760002
21096,60,24,3,5,273,3,79.584999
21097,53,27,0,5,275,2,71.214996
21097,53,26,0,5,275,2,69.649002
21102,65,33,8,5,277,2,78.940002
21102,65,32,8,5,277,2,81.364998
21105,18,18,0,5,279,1,75.440002
21111,33,22,49,5,281,2,65.824997
21112,94,30,7,5,283,3,63.77
21112,94,31,7,5,283,3,62.285
21112,94,33,7,5,283,3,61.5
21114,20,20,1,5,285,1,74.354996
21116,15,15,25,5,287,1,77.199997
21117,72,29,21,5,289,3,71.684998
21117,72,30,21,5,289,3,76.342041
21118,88,37,24,5,291,3,74.589996
21118,88,37,24,5,291,3,71.029999
21119,30,20,63,5,293,2,59.5
21123,17,17,0,5,295,1,77.759995
21126,20,20,3,5,297,1,77.974998
21127,46,21,43,5,299,2,56.084999
21127,46,25,43,5,299,2,71.652756
21130,23,23,22,5,301,1,59.875
21132,66,28,0,5,303,3,80.220001
21132,66,28,0,5,303,3,76.630432
21134,23,23,10,5,305,1,77
21137,87,29,18,5,307,3,67.534996
21137,87,30,18,5,307,3,66
21137,87,28,18,5,307,3,69.471664
21138,25,25,48,5,309,1,66.955002
21141,16,16,0,5,311,1,77.345001
21144,51,25,1,5,313,2,82.934998
21144,51,26,1,5,313,2,80.754997
21145,82,27,3,5,315,3,85.845001
21145,82,29,3,5,315,3,81.93
21145,82,26,3,5,315,3,79.790771
21146,48,24,17,5,317,2,67.425003
21146,48,24,17,5,317,2,69.349998
21147,124,39,3,5,319,4,74.285004
21147,124,38,3,5,319,4,73.445
21147,124,37,3,5,319,4,72.945
21148,42,22,38,5,321,2,56.425003
21148,42,20,38,5,321,2,55.552631
21149,92,31,20,5,323,3,60.59
21149,92,30,20,5,323,3,59.099998
21149,92,31,20,5,323,3,68.580002
21151,120,40,4,5,325,3,74.985001
21151,120,40,4,5,325,3,72.845001
21151,120,40,4,5,325,3,77.18
21153,24,24,30,5,327,1,68
21160,41,27,24,5,329,2,67.639999
21160,41,27,24,5,329,2,51.964996
21162,52,40,22,5,331,2,62.065002
21163,26,26,20,5,333,1,61.415001
21166,23,24,2,5,335,1,76.630005
21168,43,21,0,5,337,2,78.945
21168,43,22,0,5,337,2,77.078568
21171,23,23,0,5,339,1,83.369995
21173,34,34,4,5,341,1,71.880005
21175,42,22,0,5,343,2,70.639999
21175,42,20,0,5,343,2,69.47757
21176,12,12,3,5,345,1,66.355003
21178,48,27,21,5,347,2,65.440002
21178,48,21,21,5,347,2,60.66441
21179,113,34,23,5,349,4,68.949997
21179,113,32,23,5,349,4,58.43
21179,113,32,23,5,349,4,68.059998
21181,83,37,15,5,351,3,76.815002
21181,83,34,15,5,351,3,70.574997
21182,54,25,5,5,353,2,58.625
21182,54,29,5,5,353,2,59.433922
21184,46,23,33,5,355,2,73.770004
21184,46,23,33,5,355,2,77.050003
21185,38,19,35,5,357,2,65.5
21185,38,19,35,5,357,2,65.5
21190,72,32,30,5,359,3,56.995003
21190,72,32,30,5,359,3,66.654999
21191,128,40,11,5,361,4,73.550003
21191,128,40,11,5,361,4,73.584999
21191,128,39,11,5,361,4,71.125
21192,81,36,20,5,363,3,61.235001
21192,81,36,20,5,363,3,53.514999
21194,86,29,28,5,365,3,58.014999
21194,86,29,28,5,365,3,64.014999
21194,86,28,28,5,365,3,84.426003
21195,48,21,71,5,367,2,59.935001
21195,48,27,71,5,367,2,50.334999
21196,41,20,76,5,369,2,53.739998
21196,41,21,76,5,369,2,47.186317
21200,24,24,5,5,371,1,82.084999
21201,27,14,49,5,373,2,61.310001
21201,27,13,49,5,373,2,51.084999
21203,56,27,8,5,375,2,73.68
21203,56,29,8,5,375,2,70.294998
21204,27,27,41,5,377,1,70
21205,75,36,21,5,379,2,70.399994
21205,75,39,21,5,379,2,69.445
21206,35,35,32,5,381,1,67.5
21208,60,27,40,5,383,2,62.485001
21208,60,33,40,5,383,2,68.419998
21209,75,38,41,5,385,2,65.059998
21209,75,37,41,5,385,2,75.790001
21210,66,33,46,5,387,2,70.5
21210,66,33,46,5,387,2,66.850006
21211,22,22,56,5,389,1,62.315002
21212,56,28,44,5,391,2,70.5
21212,56,28,44,5,391,2,66.645004
21213,22,22,0,5,393,1,76.615005
21214,34,34,4,5,395,1,75.5
21215,41,21,3,5,397,2,76.360001
21215,41,20,3,5,397,2,78.5
21221,52,25,6,5,400,2,70.400002
21221,52,27,6,5,400,2,76.875
21227,109,32,4,5,402,4,70.904999
21227,109,31,4,5,402,4,60.615002
21227,109,31,4,5,402,4,70.165131
21229,12,12,5,5,404,1,63.719997
21235,25,25,35,5,407,1,53.5
21236,44,24,35,5,409,2,69.380005
21236,44,20,35,5,409,2,63.614998
21241,43,22,2,5,411,2,71.275002
21241,43,21,2,5,411,2,75.724998
21258,20,20,63,5,413,1,60.424999
21265,58,32,34,5,415,2,68.125
21265,58,26,34,5,415,2,72.899994
21268,99,28,38,5,417,3,64.384995
21268,99,28,38,5,417,3,55.5
21273,34,23,33,5,419,2,60.5
21275,21,21,11,5,421,1,67.639999
21276,23,23,59,5,423,1,65.5
21277,59,29,11,5,425,2,60.575001
21277,59,30,11,5,425,2,52.205902
21279,50,26,34,5,427,2,71.020004
21279,50,24,34,5,427,2,65.900002
21280,17,17,7,5,429,1,73
21281,48,27,43,5,431,2,73.779999
21281,48,21,43,5,431,2,75.845001
21282,65,27,31,5,433,3,69.854996
21282,65,27,31,5,433,3,65.229218
21285,24,24,45,5,435,1,59.644997
21293,50,25,27,5,437,2,71.580002
21293,50,25,27,5,437,2,71.425926
21307,86,40,10,5,439,3,68.629997
21307,86,40,10,5,439,3,71.949997
21310,64,26,44,5,441,3,75.964996
21310,64,26,44,5,441,3,61.208946
21312,70,36,10,5,443,2,70.119995
21312,70,34,10,5,443,2,65.190002
21313,45,23,3,5,445,2,73.610001
21313,45,22,3,5,445,2,75.419998
21315,74,27,8,5,447,2,74.833359
21316,33,11,24,5,449,2,61.220001
21316,33,22,24,5,449,2,56.950001
21322,100,33,24,5,451,3,67.994995
21322,100,33,24,5,451,3,70.199997
21322,100,34,24,5,451,3,73.540001
21323,48,25,4,5,453,2,79.395004
21323,48,23,4,5,453,2,75.235153
21327,45,23,1,5,455,2,77.074997
21327,45,22,1,5,455,2,76
21328,80,40,12,5,457,2,62.689999
21328,80,40,12,5,457,2,66.360016
21330,74,37,6,5,459,2,61.550003
21330,74,37,6,5,459,2,62.77
21331,57,31,19,5,461,2,70.165001
21331,57,26,19,5,461,2,61.540001
21338,89,38,5,5,463,3,70.699997
21338,89,40,5,5,463,3,65.249344
21340,60,30,30,5,465,2,70.160004
21340,60,30,30,5,465,2,57.360001
21341,120,40,0,5,467,3,71.639999
21341,120,40,0,5,467,3,68.494995
21341,120,40,0,5,467,3,73.870003
21350,74,30,32,5,469,3,68.370003
21350,74,28,32,5,469,3,62.207985
21351,43,21,0,5,471,2,78.979996
21351,43,22,0,5,471,2,83.415001
21356,58,29,28,5,473,2,70.050003
21356,58,29,28,5,473,2,64.205002
21357,19,19,0,5,475,1,73.235001
21359,43,21,10,5,477,2,62.394997
21359,43,22,10,5,477,2,65.397362
21361,105,39,2,5,479,3,63.059998
21361,105,33,2,5,479,3,61.380001
21361,105,33,2,5,479,3,64.54966
21362,62,31,13,5,481,2,66.165001
21362,62,31,13,5,481,2,73.290001
21363,149,38,9,5,483,5,73.384995
21363,149,28,9,5,483,5,63.610001
21363,149,35,9,5,483,5,65.654999
21363,149,38,9,5,483,5,70.595001
21366,133,32,1,5,485,4,80.555
21366,133,34,1,5,485,4,77.869995
21366,133,33,1,5,485,4,74.044998
21366,133,34,1,5,485,4,78.165001
21367,131,32,3,5,487,4,69.074997
21367,131,34,3,5,487,4,72.294998
21367,131,33,3,5,487,4,69.18
21367,131,32,3,5,487,4,74.19812
21370,68,34,9,5,489,2,70.080002
21370,68,34,9,5,489,2,73.699997
21371,79,39,3,5,491,2,71.574997
21371,79,40,3,5,491,2,82.740005
21373,50,25,1,5,493,2,82.899994
21373,50,25,1,5,493,2,82
21374,47,24,0,5,495,2,83.860001
21374,47,23,0,5,495,2,84.294998
21375,78,39,11,5,497,2,58.860001
21375,78,39,11,5,497,2,58.510002
21379,70,35,12,5,499,2,73.285004
21379,70,35,12,5,499,2,69.775002
31001,72,30,31,5,501,3,61.715
31001,72,28,31,5,501,3,62.654999
31002,60,23,41,5,503,3,76.455002
31002,60,29,41,5,503,3,66.139999
31007,62,22,7,5,505,3,81.550003
31007,62,22,7,5,505,3,74.385002
31008,18,18,42,5,507,1,62.269997
31012,19,19,4,5,509,1,64.5
31017,95,33,12,5,511,3,68.485001
31017,95,30,12,5,511,3,71.324997
31017,95,32,12,5,511,3,69.580002
31019,20,20,32,5,513,1,69.824997
31021,74,31,32,5,515,3,54.16
31021,74,31,32,5,515,3,61.775002
31022,134,40,7,5,517,4,67.275002
31022,134,41,7,5,517,4,72.245003
31022,134,40,7,5,517,4,69.339996
31023,145,36,5,5,519,4,73.93
31023,145,37,5,5,519,4,81.470001
31023,145,36,5,5,519,4,60.57
31023,145,36,5,5,519,4,68.990005
31025,71,27,17,5,521,3,70.854996
31025,71,32,17,5,521,3,67.385002
31026,48,35,30,5,523,2,62.084999
31027,87,35,10,5,525,3,79.044998
31027,87,37,10,5,525,3,76.849998
31028,61,23,13,5,527,3,62.494999
31028,61,25,13,5,527,3,60.965004
31029,17,17,58,5,529,1,63.5
31030,45,23,31,5,531,2,65.529999
31030,45,22,31,5,531,2,64.574997
31031,44,20,41,5,533,2,70.18
31031,44,24,41,5,533,2,72.975082
31033,26,26,41,5,535,1,53.349998
31034,14,14,36,5,537,1,76.535004
31035,59,35,26,5,539,2,73.395004
31035,59,34,26,5,539,2,67.095001
31037,158,40,1,5,541,4,81.305
31037,158,40,1,5,541,4,82.945
31037,158,40,1,5,541,4,80.895004
31037,158,38,1,5,541,4,85.056
31038,112,33,1,5,543,4,74.650002
31038,112,32,1,5,543,4,81.869995
31038,112,30,1,5,543,4,75.804886
31039,153,39,3,5,545,4,79.110001
31039,153,38,3,5,545,4,82.479996
31039,153,38,3,5,545,4,76.865005
31039,153,38,3,5,545,4,81.825455
31040,44,40,4,5,547,2,81.985001
31045,84,35,8,5,549,3,78.274994
31045,84,37,8,5,549,3,70.294998
31046,42,32,10,5,551,2,66.315002
31047,171,35,3,5,553,5,71.5
31047,171,34,3,5,553,5,73.014999
31047,171,35,3,5,553,5,70.175003
31047,171,27,3,5,553,5,93.895004
31048,55,20,11,5,555,3,67.744995
31048,55,12,11,5,555,3,74.555
31049,59,27,2,5,557,2,85.964996
31049,59,32,2,5,557,2,83.348175
31052,85,28,2,5,559,3,84.315002
31052,85,29,2,5,559,3,86.259995
31052,85,28,2,5,559,3,86.080002
31055,71,37,3,5,561,2,81.970001
31055,71,34,3,5,561,2,80.525002
31056,90,33,4,5,563,3,70.349998
31056,90,36,4,5,563,3,75.784485
31060,78,29,13,5,565,3,65.014999
31060,78,29,13,5,565,3,64.139999
31062,154,34,5,5,567,5,72.620003
31062,154,37,5,5,567,5,78.115005
31062,154,35,5,5,567,5,71.669998
31062,154,38,5,5,567,5,78.714996
31063,41,21,6,5,569,2,74.220001
31063,41,20,6,5,569,2,74.369995
31067,71,26,17,5,571,3,68.669998
31067,71,22,17,5,571,3,65.5
31068,48,24,15,5,573,2,65.690002
31068,48,24,15,5,573,2,65.93
31069,69,24,6,5,575,3,72.145004
31069,69,26,6,5,575,3,66.899994
31070,47,37,11,5,577,2,72.639999
31073,26,26,16,5,579,1,66.669998
31075,80,37,6,5,581,3,86.889999
31075,80,34,6,5,581,3,87.110001
31077,77,26,13,5,583,4,71.224998
31077,77,26,13,5,583,4,71.850006
31078,90,39,4,5,585,3,79.985001
31078,90,37,4,5,585,3,76.92186
31079,79,20,12,5,587,4,72.880005
31079,79,20,12,5,587,4,77.970001
31079,79,32,12,5,587,4,66.711014
31083,22,22,38,5,589,1,72.900002
31084,64,33,8,5,591,2,81.970001
31084,64,31,8,5,591,2,77.300003
31085,23,23,28,5,593,1,60.805
31086,9,9,51,5,595,1,46.755001
31087,66,33,5,5,597,2,80.544998
31087,66,33,5,5,597,2,80.439407
31089,52,26,15,5,599,2,64.305
31089,52,26,15,5,599,2,70.385002
31090,116,29,17,5,601,5,66.380005
31090,116,26,17,5,601,5,64.195
31090,116,28,17,5,601,5,68.395004
31090,116,22,17,5,601,5,71.074997
31092,16,16,23,5,603,1,65.925003
31095,22,22,0,5,605,1,84.135002
31097,118,40,10,5,607,3,67.425003
31097,118,40,10,5,607,3,66.025002
31097,118,38,10,5,607,3,66.04628
31098,57,24,16,5,609,3,61.674999
31098,57,9,16,5,609,3,65.494995
31099,27,27,20,5,611,1,68.535004
31100,144,34,10,5,613,5,72.75
31100,144,30,10,5,613,5,72.275002
31100,144,35,10,5,613,5,62.099998
31100,144,35,10,5,613,5,67.047836
31101,40,40,50,5,615,1,58.68
31102,102,22,14,5,617,5,72.434998
31102,102,22,14,5,617,5,79
31102,102,21,14,5,617,5,76.324997
31102,102,22,14,5,617,5,75.764999
31103,19,19,2,5,619,1,75.615005
31107,63,31,7,5,622,2,71.615005
31107,63,32,7,5,622,2,68.654999
31108,21,21,28,5,624,1,79.5
31109,89,38,2,5,626,3,70.080002
31109,89,37,2,5,626,3,73.429993
31114,20,20,1,5,628,1,73
31115,17,17,0,5,630,1,67.794998
31116,33,33,0,5,632,1,80.574997
31120,16,16,11,5,634,1,70
31121,56,24,13,5,636,3,76.699997
31121,56,20,13,5,636,3,62.190002
31122,52,33,9,5,638,2,80.509995
31122,52,33,9,5,638,2,75.3162
31125,35,35,17,5,640,1,74.485001
31129,43,21,2,5,643,2,70.845001
31129,43,22,2,5,643,2,69
31130,20,20,2,5,645,1,73.665001
31132,20,20,18,5,647,1,70.5
31133,40,40,19,5,649,1,69.470001
31134,14,14,46,5,651,1,54.534996
31135,100,29,6,5,653,4,71.229996
31135,100,29,6,5,653,4,65.620003
31135,100,32,6,5,653,4,62.279999
31136,56,23,21,5,655,3,68.925003
31136,56,23,21,5,655,3,72.828369
31139,63,30,22,5,657,2,69.229996
31139,63,33,22,5,657,2,67.055
31141,20,20,60,5,659,1,48.5
31143,112,36,4,5,661,4,76.214996
31143,112,34,4,5,661,4,74.290001
31143,112,32,4,5,661,4,73.960007
31145,127,35,2,5,663,5,75.639999
31145,127,36,2,5,663,5,80.209999
31145,127,32,2,5,663,5,77.370003
31148,92,34,14,5,665,3,67.160004
31148,92,29,14,5,665,3,61.945
31148,92,29,14,5,665,3,63.220001
31151,29,29,9,5,667,1,75
31152,51,26,5,5,669,2,76.919998
31152,51,25,5,5,669,2,79.119995
31153,99,28,2,5,671,4,81.425003
31153,99,32,2,5,671,4,81.339996
31153,99,28,2,5,671,4,77.740005
31154,10,10,40,5,673,1,74.800003
31156,117,36,6,5,675,4,73.544998
31156,117,33,6,5,675,4,68.855003
31156,117,30,6,5,675,4,70
31157,81,29,17,5,677,3,70.695
31157,81,30,17,5,677,3,68.34137
31159,49,21,57,5,679,3,72.479996
31160,95,30,5,5,681,3,63.93
31160,95,33,5,5,681,3,76.695
31160,95,32,5,5,681,3,69.447044
31161,92,28,5,5,683,3,78.020004
31161,92,30,5,5,683,3,80.139999
31161,92,34,5,5,683,3,77.49144
31162,69,34,13,5,685,2,77.369995
31162,69,35,13,5,685,2,81.125
31164,25,25,15,5,687,1,79
31165,20,20,43,5,689,1,72.699997
31167,14,14,4,5,691,1,83.684998
31168,11,11,0,5,693,1,84.634995
31188,127,34,15,5,695,4,64.044998
31188,127,34,15,5,695,4,60.82
31188,127,35,15,5,695,4,64.645004
31189,113,35,7,5,697,4,69.055
31189,113,30,7,5,697,4,70.485001
31189,113,28,7,5,697,4,64.440002
31207,44,31,9,5,699,2,63.595001
31208,92,29,2,5,701,3,82
31208,92,30,2,5,701,3,71.459999
31208,92,33,2,5,701,3,73.634995
31209,92,38,8,5,703,3,81.294998
31209,92,38,8,5,703,3,76.243019
31210,78,40,3,5,705,2,81.884995
31210,78,38,3,5,705,2,82.639999
31212,29,29,44,5,707,1,61
31213,70,27,20,5,709,3,76.290001
31213,70,29,20,5,709,3,78.205002
31214,35,25,4,5,711,2,82.5
31216,150,38,6,5,713,5,81.205002
31216,150,30,6,5,713,5,75.154999
31216,150,33,6,5,713,5,77.205002
31216,150,34,6,5,713,5,81.655563
31217,116,34,26,5,715,4,49.989998
31217,116,35,26,5,715,4,62.384998
31217,116,34,26,5,715,4,65.453926
31219,47,19,40,5,717,3,39.110001
31219,47,19,40,5,717,3,50.5
31220,121,38,11,5,719,4,69.209999
31220,121,38,11,5,719,4,76.040001
31220,121,36,11,5,719,4,62.613304
31222,42,21,44,5,721,2,65.32
31222,42,21,44,5,721,2,67.639999
31224,22,22,50,5,723,1,50.470001
31232,24,12,6,5,725,1,68.5
31235,100,31,3,5,727,4,75.834999
31235,100,14,3,5,727,4,78.169998
31235,100,28,3,5,727,4,77.04039
31237,48,27,2,5,729,2,86.740005
31237,48,21,2,5,729,2,80.279999
31238,59,29,6,5,731,2,70.470001
31238,59,30,6,5,731,2,70.775002
31239,66,33,6,5,733,2,72.710007
31239,66,33,6,5,733,2,76.23407
31242,89,38,10,5,735,3,74.459999
31242,89,39,10,5,735,3,66.830002
31243,113,39,0,5,737,3,82.744995
31243,113,36,0,5,737,3,81.309998
31243,113,38,0,5,737,3,77.114998
31250,117,38,7,5,739,3,71.714996
31250,117,40,7,5,739,3,71.964996
